customer_age,order_amount,previous_orders,previous_returns,previous_refunds,delivery_days,discount_percentage,customer_account_age_days,orders_last_30_days,returns_last_90_days,return_rate,refund_rate,payment_method,product_category,return_risk
38,2041.12,9,0,0,1,6.95,309,0,0,0.0337,0.0235,UPI,Fashion,1
33,510.25,9,0,0,3,12.02,1317,3,0,0.0435,0.006,Debit Card,Accessories,0
18,1581.77,6,2,1,2,16.99,163,3,1,0.3063,0.1765,UPI,Fashion,0
28,1765.31,6,1,0,3,32.3,156,6,5,0.2961,0.052,Credit Card,Electronics,1
39,3732.92,4,1,1,4,43.95,152,8,2,0.2954,0.2583,UPI,Fashion,0
35,333.74,12,2,2,5,37.67,419,4,1,0.1927,0.1675,Net Banking,Electronics,0
34,2079.67,5,1,0,5,1.78,1400,1,0,0.1856,0.0463,UPI,Home,0
33,1453.19,4,2,0,5,17.28,1984,1,0,0.3345,0.0559,UPI,Grocery,1
43,1770.83,11,0,0,7,11.66,1448,0,1,0.148,0.0,Net Banking,Electronics,0
34,877.09,11,0,0,2,24.32,1302,3,0,0.0159,0.031,UPI,Accessories,0
41,2792.75,6,0,0,2,14.45,1015,4,0,0.0238,0.0545,Cash on Delivery,Fashion,0
30,1541.69,8,2,1,2,18.07,962,1,0,0.2436,0.128,Cash on Delivery,Electronics,0
36,2601.45,5,0,0,4,12.89,747,4,0,0.0293,0.04,UPI,Accessories,0
27,1553.12,11,2,0,4,18.97,890,0,0,0.1509,0.08,Credit Card,Electronics,0
45,934.63,5,0,0,4,11.71,922,0,0,0.0627,0.0446,Cash on Delivery,Electronics,0
26,758.77,7,0,0,6,15.2,905,3,1,0.1437,0.058,Credit Card,Grocery,0
31,1523.97,9,0,0,2,12.68,1300,2,0,0.0173,0.028,Debit Card,Electronics,0
31,771.83,7,0,0,2,16.91,471,2,1,0.1158,0.0133,UPI,Fashion,0
31,2093.59,9,1,0,2,4.24,975,3,2,0.2108,0.0354,Cash on Delivery,Grocery,0
41,789.27,5,0,0,3,6.43,667,1,0,0.0343,0.0326,UPI,Electronics,0
31,1049.58,7,1,0,3,14.75,1055,2,0,0.1766,0.0497,UPI,Home,0
47,1198.72,7,1,1,2,26.4,1573,3,0,0.1304,0.2041,UPI,Fashion,0
27,2026.66,5,0,0,4,16.11,976,5,0,0.0867,0.0886,Cash on Delivery,Fashion,0
36,1257.22,10,1,0,3,21.71,1673,0,0,0.116,0.0027,Credit Card,Accessories,0
27,906.98,8,0,0,3,28.78,1459,4,1,0.0857,0.0384,Credit Card,Fashion,0
38,6890.92,6,0,0,3,1.87,1277,2,0,0.0459,0.0528,Net Banking,Grocery,0
34,1266.57,5,1,0,4,11.43,1197,5,1,0.2521,0.0409,UPI,Electronics,1
33,1543.36,8,0,0,1,7.67,471,0,0,0.0392,0.0517,UPI,Electronics,0
45,692.28,7,0,0,4,19.47,906,2,0,0.0771,0.0238,UPI,Home,1
28,1013.06,8,0,0,4,13.3,1489,3,1,0.0944,0.035,UPI,Fashion,0
39,925.75,7,0,0,2,10.46,2083,2,1,0.1264,0.0195,Cash on Delivery,Electronics,0
27,1299.26,9,1,0,1,15.45,327,1,1,0.2115,0.006,Credit Card,Home,0
35,1949.27,10,0,0,4,21.6,274,2,0,0.02,0.0188,Debit Card,Electronics,0
23,1119.6,13,1,1,2,9.67,427,3,0,0.0047,0.0698,UPI,Home,0
28,2226.01,12,0,0,3,16.83,784,1,0,0.0348,0.0241,Credit Card,Grocery,0
33,1933.16,5,1,0,2,6.46,2244,0,0,0.1916,0.0353,UPI,Fashion,0
50,1704.6,10,0,0,3,13.8,793,1,0,0.0416,0.0338,UPI,Fashion,0
35,721.91,5,1,0,2,20.57,639,2,1,0.2829,0.0547,Net Banking,Home,0
49,889.15,11,1,1,2,11.53,395,2,0,0.0828,0.1342,UPI,Beauty,0
36,1024.96,8,1,0,6,39.53,814,4,2,0.2176,0.018,Net Banking,Fashion,0
31,708.95,8,0,0,4,8.85,2595,1,1,0.1384,0.0014,Credit Card,Fashion,0
48,690.76,5,0,0,4,7.17,494,0,1,0.1593,0.0678,UPI,Grocery,0
38,1539.12,9,1,1,4,19.03,539,5,2,0.1762,0.1243,Credit Card,Home,0
28,638.77,2,0,0,2,30.32,45,3,1,0.1761,0.0935,UPI,Electronics,1
28,2096.35,7,2,0,3,23.22,1248,2,0,0.3089,0.0451,Cash on Delivery,Electronics,0
38,1260.34,10,0,0,2,15.14,1552,0,0,0.0509,0.0189,UPI,Grocery,0
31,1112.58,7,0,0,3,15.24,581,2,0,0.1021,0.0221,Credit Card,Beauty,0
18,1147.26,9,0,0,3,19.03,847,3,1,0.0839,0.0553,UPI,Accessories,0
42,2966.17,6,1,0,3,29.0,1187,1,1,0.2671,0.048,Cash on Delivery,Fashion,1
44,265.33,7,1,1,2,22.16,840,3,0,0.1449,0.1638,Cash on Delivery,Electronics,0
51,609.39,7,1,0,5,17.07,1131,1,0,0.1966,0.0793,UPI,Electronics,0
28,3405.54,9,2,2,5,25.26,666,3,3,0.36,0.2336,Debit Card,Home,1
38,1211.32,5,3,1,4,6.75,1297,0,0,0.4497,0.2204,Cash on Delivery,Home,0
32,881.74,18,2,0,3,8.48,779,1,0,0.1323,0.032,Credit Card,Beauty,0
20,735.43,8,3,3,7,23.17,264,2,4,0.4806,0.3534,Credit Card,Beauty,1
42,1845.06,4,0,0,4,5.4,658,2,0,0.0068,0.0216,Credit Card,Beauty,0
27,1054.02,4,2,2,4,10.21,283,6,1,0.3542,0.4818,UPI,Fashion,1
42,4012.44,6,1,0,2,19.94,328,1,0,0.1563,0.0577,Cash on Delivery,Fashion,0
31,896.59,2,0,0,4,39.94,297,8,1,0.1577,0.1216,Credit Card,Beauty,0
49,1620.13,7,1,1,2,16.78,359,4,0,0.1665,0.1761,UPI,Electronics,0
34,839.01,6,0,0,1,26.37,385,3,2,0.087,0.0719,Net Banking,Home,0
38,1185.16,7,1,1,6,14.13,483,9,2,0.1823,0.1783,UPI,Beauty,1
33,885.67,7,0,0,4,3.16,1296,3,0,0.0357,0.0443,Cash on Delivery,Fashion,0
28,906.04,8,0,0,4,14.88,1656,1,1,0.134,0.0279,UPI,Accessories,0
39,2469.11,8,0,0,4,8.86,389,1,0,0.0328,0.0161,Credit Card,Beauty,0
20,1864.02,7,1,0,3,6.86,1173,2,1,0.166,0.0317,Credit Card,Beauty,0
41,2979.28,9,1,0,1,4.95,378,1,1,0.1965,0.0721,UPI,Home,0
39,316.99,11,0,0,3,14.93,228,0,0,0.013,0.06,Debit Card,Accessories,0
39,4318.77,9,2,0,3,20.57,2020,2,0,0.1991,0.0187,Credit Card,Grocery,1
35,2296.57,4,1,0,2,3.67,416,1,0,0.2118,0.0498,Debit Card,Accessories,0
48,2327.46,7,2,2,2,2.99,784,1,0,0.2178,0.2855,Credit Card,Beauty,1
42,1002.73,6,0,0,3,7.69,206,2,0,0.039,0.0111,UPI,Electronics,0
29,542.84,10,3,0,3,17.56,1274,2,1,0.272,0.0244,Credit Card,Home,1
29,1393.48,9,0,0,3,5.42,693,2,0,0.0287,0.0513,UPI,Electronics,0
26,846.3,6,0,0,1,17.27,852,2,0,0.0311,0.0485,UPI,Electronics,0
39,991.45,3,0,0,5,20.49,869,1,0,0.0972,0.0756,Cash on Delivery,Grocery,0
25,1268.37,11,0,0,3,6.85,421,3,2,0.1396,0.0198,Debit Card,Beauty,0
44,939.23,9,0,0,3,18.27,507,3,0,0.0325,0.0436,UPI,Grocery,0
46,1930.26,1,0,0,2,19.02,356,2,0,0.1995,0.1577,Net Banking,Grocery,0
24,1789.93,5,3,2,5,16.41,547,3,1,0.4785,0.3676,UPI,Grocery,1
26,807.63,9,0,0,4,4.42,981,0,2,0.1758,0.0482,Debit Card,Grocery,0
32,2549.92,10,0,0,3,9.63,853,3,0,0.0347,0.0208,Cash on Delivery,Beauty,0
34,1227.96,12,2,1,3,23.75,788,1,0,0.1091,0.0985,Cash on Delivery,Home,0
42,1395.12,11,0,0,3,9.67,1181,1,2,0.1487,0.0444,UPI,Home,1
27,526.9,5,3,2,4,4.03,82,3,3,0.5437,0.3585,Cash on Delivery,Grocery,1
48,1699.06,9,0,0,1,12.29,959,2,0,0.0612,0.0161,Credit Card,Home,0
19,1473.37,10,3,3,4,2.07,729,1,0,0.2335,0.273,UPI,Fashion,0
21,1459.5,2,1,0,3,22.14,511,5,1,0.4234,0.0831,Debit Card,Grocery,0
31,2658.82,9,3,1,3,37.15,1198,6,0,0.2467,0.145,Debit Card,Fashion,0
32,1177.08,7,1,0,3,8.88,542,2,0,0.1268,0.001,UPI,Grocery,0
21,1629.57,9,0,0,3,16.58,320,2,3,0.1493,0.0333,UPI,Electronics,0
30,974.56,11,1,0,3,13.86,674,3,3,0.2551,0.0078,UPI,Fashion,1
31,1494.57,5,0,0,4,28.61,256,6,6,0.2124,0.0528,Cash on Delivery,Electronics,1
35,1680.88,6,4,1,4,23.8,194,5,3,0.5445,0.1986,Credit Card,Home,0
38,1542.64,14,1,0,3,5.12,532,4,3,0.1963,0.0235,UPI,Electronics,0
31,276.21,6,0,0,4,11.59,1449,1,1,0.1043,0.0138,Credit Card,Electronics,0
34,1227.92,6,3,2,1,29.74,69,2,1,0.4135,0.363,Debit Card,Grocery,1
20,1802.09,10,2,0,2,28.19,1163,3,1,0.1913,0.0066,UPI,Fashion,0
60,590.43,7,0,0,4,7.78,453,1,1,0.1216,0.0279,Cash on Delivery,Grocery,0
20,506.1,6,5,1,4,12.48,83,2,1,0.6156,0.1856,UPI,Electronics,1
36,1496.08,5,0,0,1,11.33,407,5,0,0.1039,0.0505,Debit Card,Home,0
35,1637.38,9,2,0,5,26.86,551,0,1,0.2802,0.0543,UPI,Home,0
24,1544.52,6,0,0,3,13.28,747,2,0,0.0723,0.0695,Credit Card,Home,0
30,6147.09,8,2,1,4,19.57,169,2,1,0.2855,0.1747,Cash on Delivery,Beauty,1
36,2654.17,7,0,0,4,20.19,780,3,0,0.0348,0.0508,UPI,Fashion,1
33,1280.7,11,0,0,4,10.06,547,2,2,0.1044,0.0364,Debit Card,Fashion,0
18,1745.65,4,0,0,2,19.37,891,4,1,0.0941,0.0715,UPI,Grocery,0
24,2841.28,8,0,0,5,10.64,504,2,2,0.1474,0.0013,Cash on Delivery,Fashion,0
41,1343.32,8,0,0,3,9.21,1745,1,0,0.0274,0.0446,UPI,Electronics,0
51,1514.04,8,1,0,4,7.27,696,2,1,0.1926,0.0077,Credit Card,Home,0
37,934.29,10,0,0,2,14.32,1211,5,0,0.0634,0.0023,UPI,Fashion,0
44,1330.83,8,1,1,7,6.38,1275,1,1,0.1856,0.146,UPI,Fashion,0
24,4966.26,1,0,0,5,43.3,274,4,1,0.2484,0.1718,Cash on Delivery,Fashion,0
33,3640.31,6,3,0,3,9.58,762,0,0,0.4027,0.0441,Credit Card,Fashion,0
37,3166.66,6,1,0,5,22.73,134,4,3,0.2382,0.0433,Net Banking,Electronics,1
33,1782.55,6,1,0,3,6.33,579,4,1,0.2044,0.0152,Net Banking,Fashion,0
44,2044.28,8,0,0,4,5.02,321,2,0,0.0386,0.0,UPI,Electronics,1
49,1937.13,7,0,0,5,10.54,480,2,0,0.0147,0.0206,Credit Card,Accessories,0
46,1517.85,9,2,1,2,5.22,698,1,0,0.2116,0.1419,UPI,Beauty,1
28,368.49,4,1,1,5,13.59,829,2,2,0.2977,0.2661,Net Banking,Grocery,0
24,2874.97,15,0,0,2,16.39,476,2,0,0.0,0.058,UPI,Electronics,0
33,890.49,5,0,0,2,5.97,623,1,0,0.0422,0.0296,UPI,Electronics,0
36,1038.98,9,1,1,2,8.87,1898,2,0,0.1442,0.184,Cash on Delivery,Electronics,0
32,1158.0,12,0,0,4,10.67,666,2,1,0.0521,0.0604,UPI,Home,0
37,2070.66,11,1,1,3,5.93,989,1,0,0.0901,0.1092,UPI,Home,0
41,794.86,13,0,0,3,25.91,1283,2,0,0.0315,0.0,Debit Card,Home,0
43,1136.77,10,1,0,3,13.55,1790,2,2,0.263,0.0392,Net Banking,Fashion,1
49,568.37,7,0,0,5,7.35,1034,1,1,0.094,0.0436,Debit Card,Electronics,0
31,697.07,9,0,0,5,15.54,107,1,1,0.1258,0.0741,UPI,Home,0
22,1068.69,12,0,0,4,5.82,898,2,0,0.0129,0.0,UPI,Fashion,1
37,904.53,2,0,0,3,8.28,412,0,1,0.2145,0.1018,Credit Card,Beauty,0
51,721.06,8,1,0,2,2.98,544,3,2,0.1948,0.001,Cash on Delivery,Fashion,0
30,1572.63,6,0,0,4,15.55,774,5,2,0.0865,0.0187,Debit Card,Fashion,1
40,775.95,12,0,0,2,5.91,1266,2,0,0.0048,0.0193,Debit Card,Electronics,0
40,878.06,6,0,0,3,9.16,781,6,0,0.0516,0.047,UPI,Beauty,1
36,1618.41,5,0,0,4,5.43,446,3,1,0.1161,0.0155,Net Banking,Electronics,0
18,2474.66,6,0,0,4,44.92,79,10,0,0.0423,0.0321,UPI,Grocery,0
34,946.96,5,0,0,4,7.07,1288,2,0,0.0895,0.0494,Credit Card,Home,0
26,3139.33,6,1,1,3,22.67,457,2,0,0.1157,0.1916,Cash on Delivery,Fashion,0
27,2270.15,6,1,1,3,30.98,221,2,4,0.3539,0.1592,Cash on Delivery,Grocery,1
33,660.35,7,2,1,3,12.22,597,4,3,0.3593,0.1715,UPI,Home,1
18,1388.87,6,0,0,3,30.94,113,3,0,0.0981,0.064,Net Banking,Fashion,1
31,556.73,8,3,2,3,29.16,477,3,1,0.3204,0.2919,Debit Card,Accessories,1
24,4786.79,12,1,1,4,17.56,549,0,0,0.0793,0.132,Cash on Delivery,Home,0
30,2439.77,6,0,0,4,20.97,473,2,2,0.1939,0.0507,UPI,Fashion,0
44,1597.31,11,0,0,4,13.31,843,2,1,0.0649,0.026,Credit Card,Fashion,0
33,1652.36,5,2,0,5,13.76,1252,1,0,0.3207,0.0689,Credit Card,Accessories,0
29,664.28,9,4,0,1,26.77,456,2,0,0.3374,0.0517,Debit Card,Home,0
26,2132.56,7,0,0,3,8.27,818,0,0,0.0252,0.0323,Credit Card,Grocery,0
40,1789.58,5,1,0,4,3.99,1556,5,2,0.2351,0.0401,Debit Card,Beauty,0
25,2079.55,12,6,1,4,14.86,110,9,3,0.4333,0.1189,Cash on Delivery,Electronics,1
24,2306.44,6,2,1,5,13.28,660,0,5,0.7505,0.1908,Net Banking,Beauty,1
46,792.83,6,1,0,3,1.95,426,2,0,0.1634,0.0738,Credit Card,Accessories,0
21,3550.46,7,3,3,7,13.39,551,5,4,0.4235,0.4243,Cash on Delivery,Beauty,1
26,3338.07,9,4,1,6,29.39,261,7,1,0.379,0.1219,Net Banking,Electronics,1
44,631.03,7,0,0,2,14.6,879,1,0,0.0417,0.0267,Debit Card,Grocery,0
39,1830.66,5,1,0,2,1.39,2254,3,1,0.2126,0.0562,Debit Card,Fashion,0
21,770.25,7,0,0,4,15.9,961,0,0,0.0496,0.0292,Debit Card,Beauty,0
22,1724.98,5,3,0,5,31.75,107,6,1,0.4581,0.0144,Debit Card,Beauty,0
31,1186.99,7,1,0,3,12.01,718,3,0,0.1649,0.0231,Debit Card,Fashion,0
52,487.93,8,0,0,1,1.81,1065,7,2,0.1154,0.0166,UPI,Grocery,1
44,966.51,6,0,0,4,6.98,1253,3,2,0.1554,0.0491,UPI,Beauty,0
20,729.54,5,0,0,4,9.88,858,1,1,0.1516,0.0398,UPI,Fashion,0
33,1129.3,8,1,1,3,2.15,1886,7,0,0.1241,0.1537,Debit Card,Grocery,0
37,1280.12,10,1,0,1,3.06,638,3,0,0.1553,0.0229,UPI,Home,0
27,707.93,3,1,0,4,13.97,524,2,1,0.3379,0.0791,Credit Card,Fashion,0
37,2360.24,12,5,1,2,41.47,70,7,2,0.3801,0.0957,Cash on Delivery,Accessories,1
22,2086.3,6,2,1,6,19.87,211,8,3,0.351,0.1867,UPI,Fashion,1
18,1206.02,3,1,0,5,23.4,979,5,0,0.2557,0.1017,Cash on Delivery,Fashion,1
30,1146.97,5,5,2,3,13.29,168,8,1,0.7143,0.3869,Cash on Delivery,Home,1
35,726.69,7,0,0,4,10.78,719,3,0,0.0,0.0521,UPI,Accessories,0
27,1689.34,8,2,0,3,11.26,1477,3,0,0.22,0.0446,Credit Card,Electronics,0
27,1454.82,11,3,0,6,24.62,1339,1,1,0.2682,0.0188,Cash on Delivery,Electronics,0
29,1765.29,12,4,4,6,19.0,761,1,5,0.5654,0.3309,UPI,Home,1
37,650.64,5,2,2,6,9.49,285,5,3,0.4256,0.3756,Credit Card,Grocery,1
31,855.6,4,0,0,6,8.87,914,1,1,0.147,0.0565,Cash on Delivery,Home,0
38,1118.86,9,4,3,4,28.52,538,8,3,0.3946,0.3423,Cash on Delivery,Home,1
33,2352.25,8,0,0,3,5.77,1081,2,0,0.0627,0.0434,UPI,Fashion,0
34,789.98,5,1,1,1,34.89,628,1,1,0.2458,0.1711,UPI,Accessories,0
26,1325.26,2,0,0,3,9.63,920,4,1,0.2004,0.0749,Cash on Delivery,Fashion,0
32,2273.31,8,1,0,2,26.18,191,3,0,0.1205,0.0506,Credit Card,Home,0
18,860.97,6,1,0,4,7.58,1563,4,0,0.1832,0.0387,Credit Card,Fashion,0
35,2045.74,8,4,0,5,39.84,312,2,2,0.4965,0.0463,UPI,Electronics,1
37,2607.18,6,0,0,2,11.66,988,2,2,0.1624,0.0371,Cash on Delivery,Grocery,0
18,1620.09,7,0,0,4,22.1,1057,2,0,0.0352,0.0463,Credit Card,Accessories,0
31,1146.78,14,1,1,5,9.84,774,2,1,0.0526,0.0677,UPI,Beauty,0
42,936.97,8,0,0,4,16.38,880,3,0,0.0281,0.0059,Cash on Delivery,Home,0
32,1144.58,5,4,0,7,16.94,176,10,0,0.5754,0.0571,Debit Card,Beauty,1
24,2062.48,8,0,0,3,4.23,712,2,0,0.0545,0.0126,UPI,Fashion,1
40,1367.78,9,2,0,4,4.55,1059,2,0,0.2166,0.0567,Credit Card,Home,0
21,4679.51,7,2,0,2,31.75,440,4,1,0.2963,0.0486,Credit Card,Beauty,1
44,1113.16,6,0,0,2,10.03,759,5,0,0.0511,0.0115,UPI,Fashion,1
18,393.67,7,0,0,5,15.39,750,2,0,0.0595,0.0336,Credit Card,Fashion,0
33,3331.2,9,0,0,2,7.28,141,2,1,0.0851,0.05,Net Banking,Fashion,0
18,647.62,8,1,0,3,7.08,941,1,1,0.1582,0.0641,Net Banking,Beauty,0
33,885.74,8,0,0,5,12.2,1037,2,2,0.1303,0.0103,Debit Card,Grocery,0
34,845.11,6,0,0,2,11.23,1176,2,0,0.083,0.0408,Credit Card,Grocery,1
20,746.49,7,1,1,5,32.96,142,5,7,0.3475,0.1591,Debit Card,Accessories,1
22,1940.36,4,0,0,6,30.92,849,2,2,0.1947,0.0711,Cash on Delivery,Home,0
18,2009.91,5,0,0,4,15.58,1057,0,0,0.0472,0.0429,Debit Card,Beauty,0
51,826.79,9,0,0,4,6.68,201,1,0,0.0377,0.0356,UPI,Home,0
35,1052.24,2,1,0,4,12.69,162,4,6,0.5974,0.1105,UPI,Home,0
37,1237.6,13,0,0,2,17.12,843,2,1,0.0802,0.0274,Cash on Delivery,Electronics,0
26,450.81,7,1,0,4,7.7,775,1,1,0.1762,0.0496,Credit Card,Home,1
47,863.76,3,0,0,3,10.47,591,1,1,0.1823,0.1148,UPI,Electronics,0
30,1049.19,3,1,1,4,22.87,933,4,1,0.3028,0.3741,Credit Card,Grocery,1
18,1330.61,9,1,0,3,10.81,1347,1,0,0.0705,0.0366,UPI,Beauty,1
23,818.59,14,0,0,2,8.8,905,2,0,0.0183,0.0094,UPI,Electronics,0
18,684.57,10,0,0,5,3.1,1358,2,0,0.0269,0.0306,Cash on Delivery,Fashion,0
36,2213.57,7,2,2,4,54.75,839,4,4,0.3777,0.2866,Debit Card,Beauty,1
50,1676.61,5,0,0,3,7.82,272,2,0,0.0522,0.0274,Debit Card,Accessories,0
37,459.86,7,4,1,4,49.3,568,4,3,0.4937,0.1507,Debit Card,Grocery,1
37,1948.73,6,2,0,1,6.17,613,6,0,0.2792,0.0214,Credit Card,Home,0
40,436.95,8,0,0,3,24.07,169,0,1,0.1242,0.03,UPI,Electronics,0
37,1964.53,7,0,0,3,20.94,1630,0,0,0.0358,0.0468,UPI,Electronics,0
39,678.57,7,0,0,2,21.68,1374,3,1,0.0861,0.019,Net Banking,Fashion,0
23,1017.92,5,0,0,1,22.88,464,2,4,0.2458,0.0432,UPI,Fashion,1
35,2067.85,7,0,0,4,24.73,1784,3,0,0.056,0.0439,UPI,Accessories,0
36,1733.11,8,1,1,4,13.53,1494,0,0,0.1185,0.1744,UPI,Home,0
35,846.09,10,1,0,3,24.79,848,1,0,0.113,0.0281,UPI,Fashion,0
29,1837.01,7,0,0,2,7.49,627,0,0,0.0824,0.0483,Credit Card,Electronics,0
34,824.7,4,0,0,2,34.39,1082,0,2,0.236,0.0518,UPI,Grocery,0
36,3404.29,9,1,0,3,2.68,646,2,2,0.2235,0.0517,UPI,Home,0
29,1012.45,7,3,2,5,29.14,544,4,1,0.4014,0.2881,Credit Card,Electronics,0
35,982.41,7,1,1,4,12.65,1097,2,0,0.1296,0.1797,Credit Card,Home,1
21,1839.87,7,1,0,3,12.36,653,1,0,0.1098,0.0344,Cash on Delivery,Electronics,0
22,1598.68,11,2,0,2,27.02,1244,5,0,0.1869,0.0188,Cash on Delivery,Electronics,0
44,580.52,6,0,0,4,18.87,461,1,0,0.0741,0.057,UPI,Grocery,0
31,1498.72,10,1,1,5,13.59,1221,1,0,0.0429,0.1186,Cash on Delivery,Electronics,0
29,602.31,9,0,0,5,33.58,273,2,0,0.0334,0.0264,Debit Card,Accessories,0
39,806.04,11,0,0,3,17.72,380,2,0,0.0747,0.0276,UPI,Fashion,0
24,1333.56,6,0,0,7,3.61,687,3,0,0.0102,0.0259,Credit Card,Fashion,0
21,671.65,11,1,0,3,3.12,315,0,1,0.1841,0.0293,Credit Card,Fashion,1
26,2412.93,8,0,0,4,38.45,409,2,1,0.1135,0.0242,UPI,Fashion,0
26,888.7,7,0,0,5,14.92,715,1,2,0.1519,0.041,Debit Card,Home,0
32,1149.3,11,0,0,4,11.96,319,1,0,0.0338,0.0042,UPI,Fashion,0
28,1134.07,8,0,0,4,18.78,583,2,0,0.002,0.0293,Net Banking,Fashion,0
46,1943.48,8,1,0,2,12.48,1005,2,0,0.118,0.0311,Debit Card,Fashion,0
36,1744.44,7,0,0,1,6.32,627,2,0,0.0218,0.0168,Debit Card,Accessories,0
51,3000.25,8,0,0,4,10.93,560,0,1,0.1118,0.0126,Credit Card,Electronics,0
38,1035.48,6,1,0,3,10.72,502,2,1,0.2052,0.0562,Credit Card,Grocery,1
18,2025.26,5,1,0,3,12.38,420,3,0,0.1639,0.0505,UPI,Home,0
25,693.52,3,3,0,2,17.66,476,6,1,0.7059,0.0817,UPI,Accessories,0
44,962.67,6,0,0,2,9.57,404,6,1,0.0863,0.0614,Net Banking,Grocery,0
20,680.16,8,1,0,3,3.66,1184,1,2,0.2591,0.0546,Net Banking,Home,0
36,911.88,3,0,0,5,21.05,1476,2,1,0.1429,0.102,Credit Card,Beauty,0
27,1538.53,7,1,0,4,9.51,792,3,1,0.165,0.0088,UPI,Fashion,1
53,1175.66,7,0,0,3,16.03,1368,3,0,0.0247,0.0466,Debit Card,Fashion,1
47,2541.89,9,0,0,3,19.96,1844,3,0,0.0467,0.0286,Credit Card,Electronics,0
27,972.69,7,0,0,3,9.12,721,2,1,0.0885,0.0562,UPI,Grocery,0
33,3447.5,9,1,0,3,10.99,582,1,0,0.1197,0.0111,Net Banking,Grocery,0
38,1040.27,6,1,1,8,10.63,276,5,2,0.2273,0.1833,Credit Card,Electronics,1
36,348.26,12,2,0,1,16.04,589,2,0,0.1308,0.0186,UPI,Fashion,0
29,1173.23,6,3,0,4,10.85,322,6,3,0.4491,0.0298,UPI,Home,1
42,1884.5,4,0,0,2,9.74,1020,2,1,0.1414,0.0572,UPI,Beauty,1
34,807.12,7,0,0,3,14.74,2547,0,1,0.0684,0.0334,Net Banking,Fashion,0
25,1451.56,3,0,0,4,2.05,287,1,0,0.0818,0.1028,Debit Card,Fashion,0
28,649.2,8,2,0,6,6.59,2271,5,0,0.1566,0.0187,Cash on Delivery,Beauty,1
34,2186.69,10,0,0,3,26.83,567,0,1,0.1356,0.0517,UPI,Electronics,1
45,1691.24,5,1,0,3,9.63,686,2,0,0.194,0.0537,Debit Card,Fashion,0
29,2542.67,5,2,0,5,27.24,476,5,1,0.2738,0.0578,Debit Card,Fashion,0
23,2166.8,10,3,1,4,6.46,213,6,2,0.3362,0.1,Credit Card,Electronics,1
38,1241.52,8,0,0,1,14.26,1126,3,3,0.1405,0.0187,UPI,Accessories,0
27,1728.76,7,1,1,6,8.44,2364,0,1,0.2269,0.1704,Cash on Delivery,Accessories,0
40,1192.47,6,1,0,3,9.41,71,1,1,0.229,0.0386,UPI,Home,0
31,932.64,16,0,0,4,8.2,504,1,0,0.0601,0.0425,UPI,Grocery,0
42,1611.01,11,1,0,4,15.85,1951,3,0,0.0932,0.0377,UPI,Electronics,1
34,2420.04,5,0,0,4,34.87,545,1,1,0.158,0.0494,Credit Card,Fashion,1
57,986.6,8,1,0,2,13.94,180,1,0,0.111,0.0202,Cash on Delivery,Accessories,1
31,633.81,2,0,0,6,18.88,383,2,3,0.2745,0.0825,Debit Card,Beauty,0
41,820.39,10,0,0,2,6.96,797,4,0,0.0409,0.0521,UPI,Electronics,0
27,3243.0,6,0,0,2,9.2,478,5,0,0.0418,0.0745,Credit Card,Home,0
33,1217.55,16,3,0,1,8.45,814,3,1,0.1618,0.0189,UPI,Grocery,0
34,879.81,5,0,0,4,7.35,988,3,0,0.0596,0.0497,Credit Card,Fashion,0
32,1316.7,9,2,0,4,19.18,759,0,1,0.2856,0.0492,UPI,Fashion,0
56,1180.0,12,0,0,3,4.44,1333,2,0,0.0224,0.0,UPI,Accessories,0
31,1161.65,8,1,1,2,12.15,1575,1,1,0.2099,0.1511,Credit Card,Beauty,0
21,1665.76,10,7,1,6,39.42,278,5,1,0.5357,0.1291,UPI,Fashion,1
39,1905.0,7,0,0,3,19.03,1561,1,1,0.1685,0.0183,Net Banking,Grocery,0
18,1639.91,5,0,0,5,16.29,434,1,0,0.1208,0.0601,UPI,Accessories,0
38,1426.92,12,0,0,4,0.39,1542,3,2,0.1059,0.0257,Net Banking,Fashion,0
44,2385.26,7,0,0,4,14.9,2357,1,1,0.0846,0.0335,Net Banking,Beauty,0
29,1517.86,5,1,1,3,18.13,1014,0,0,0.1879,0.2155,Credit Card,Grocery,0
33,1779.15,8,1,1,4,13.27,401,5,0,0.1393,0.1274,UPI,Home,1
18,1681.44,11,1,0,2,9.83,794,4,0,0.0848,0.0259,Cash on Delivery,Electronics,0
34,1690.97,7,0,0,2,11.19,831,5,0,0.0176,0.0192,UPI,Fashion,0
34,324.47,4,0,0,3,4.83,335,1,1,0.1194,0.0638,Credit Card,Accessories,0
41,2576.46,6,1,1,3,16.11,1091,1,0,0.1697,0.1565,UPI,Grocery,0
33,1988.19,7,4,2,4,30.54,244,5,2,0.4929,0.2772,Credit Card,Beauty,1
26,1855.1,7,2,0,4,17.86,796,3,2,0.3356,0.0467,Credit Card,Beauty,0
52,1638.02,8,0,0,3,5.27,587,2,0,0.0821,0.0444,Net Banking,Beauty,0
31,606.48,10,0,0,4,5.08,2433,2,0,0.0782,0.0672,UPI,Fashion,0
26,1183.57,10,0,0,2,16.92,1463,2,0,0.0563,0.0117,UPI,Beauty,0
32,3459.72,7,2,2,5,16.45,108,7,3,0.3091,0.2907,Cash on Delivery,Grocery,1
23,515.46,8,0,0,3,13.69,1163,1,0,0.0562,0.0438,Credit Card,Home,0
